Index,Day,Month,Year,Type,Registration,Operator,Fatalities,Location,Country,Category
15684,10,AUG,1986,DC-10-40,N184AT,American Trans Air,0,Chicago-O'Hare I...,USA,O1
15685,11,AUG,1986,Antonov An-2R,CCCP-40902,Aeroflot - Far East,2,Konder Mountain - ...,Russia,A1
15686,14,AUG,1986,Lockheed C-130D-6 Hercules,FAH-556,Honduras AF,52,near Mocorón-Durzona...,Honduras,A1
15687,14,AUG,1986,Fokker F-27 Friendship 400M,T-2702,Indonesian AF,8,near Garut,Indonesia,A1
15688,16,AUG,1986,Fokker F-27 Friendship 400M,ST-ADY,Sudan Airways,60,near Malakal,South Sudan,C1
15689,28,AUG,1986,Howard 250,N252K,Southwest Airlift,2,Texarkana Munici...,USA,A1
15690,28,AUG,1986,Douglas C-47 (DC-3),,Sandinist AF,2,near Siuna,Nicaragua,C1
15691,28,AUG,1986,Beech A100 King Air,F-GEFR,Flandre Air,,near Lille-Lesquin Ai...,France,A1
15692,28,AUG,1986,Tupolev Tu-134A,,LOT,0,Warszawa-Okecie ...,Poland,H2
15693,28,AUG,1986,Boeing 737-2A8,VT-EAJ,Indian Airlines,0,Rajkot-Civil Air...,India,A2
15694,31,AUG,1986,DC-9-32,XA-JED,Aeroméxico,64+ 15,Cerritos -  CA,USA,A1
15695,2,SEP,1986,BN-2A Trislander Mk.III-1,G-BCCU,Kondair,0,near North Sea,Atlantic Ocean,A2
15696,2,SEP,1986,DHC-3 Otter,C-FBER,Pickle Lake Air Services,0,near Pickle Lake -  ON,Canada,A1
15697,3,SEP,1986,Learjet 24,N88JF,Jet Way,0,Detroit-Willow R...,USA,A1
15698,5,SEP,1986,Boeing 747-121,N656PA,Pan Am,20,Karachi Internat...,Pakistan,H2
15699,5,SEP,1986,Antonov An-24RV,YR-AMF,Tarom,3,Cluj Airport (CLJ),Romania,A1
15700,9,SEP,1986,Lockheed C-130A Hercules,56-0468,USAF,3,Hopkinsville-For...,USA,A1
15701,11,SEP,1986,DH-114 Riley Heron 2,DQ-FEC,Fiji Air,1,Vanuabalavu Airp...,Fiji,A1
15702,14,SEP,1986,BN-2A Trislander Mk.III-2,G-BDTP,Kondair,1,near Amsterdam-Schiph...,Netherlands,A1
15703,19,SEP,1986,Embraer EMB-120RT Brasilia,N219AS,Delta Connection - opb ASA,5,near Mantiqueira -  SP,Brazil,A1
15704,20,SEP,1986,Tupolev Tu-134,,Aeroflot,4,Ufa Airport (UFA),Russia,H2
15705,29,SEP,1986,Airbus A300B2-1C,VT-ELV,Indian Airlines,0,Chennai (Madras)...,India,A1
15706,29,SEP,1986,Rockwell Sabreliner 75A,N64,FAA,0,Liberal Municipa...,USA,A1
15707,,SEP,1986,BN-2A Trislander Mk.III-2,VQ-TAJ,Turks & Caicos National Airline,0,near Port-de-Paix,Haiti,A1
15708,,SEP,1986,BN-2A-21 Islander,N455JH,Gorda Aero Service,,,Unknown country,U1
15709,,SEP,1986,Yakovlev Yak-42,CCCP-42536,Aeroflot - Central Region,0,Moskva-Bykovo Ai...,Russia,O1
15710,2,OCT,1986,Dassault Falcon 10,3D-ART,Rembrandt Tobacco,4,Magoebaskloof,South Africa,A1
15711,3,OCT,1986,Shorts SC.7 Skyvan 3-200,PK-ESC,East Indonesia Air Taxi,13,near Manado,Indonesia,A1
15712,4,OCT,1986,Lockheed L-100-30 Hercules,N15ST,Southern Air Transport,3,San Antonio-Kell...,USA,A1
15713,5,OCT,1986,Fairchild C-123K Provider,HPF821,Corporate Air Services,3,near San Carlos,Nicaragua,C1
15714,9,OCT,1986,Antonov An-2R,CCCP-02592,Aeroflot - Yakutsk,,near Tiksi,Russia,A1
15715,9,OCT,1986,Douglas DC-7C,N5903,USAID - opb T & G Aviation,3,near Dakar-Yoff Airpo...,Senegal,A1
15716,13,OCT,1986,DC-9-41,SE-DBM,SAS,0,Aalborg Airport ...,Denmark,A2
15717,14,OCT,1986,Let L-410M,CCCP-67264,Aeroflot - Yakutsk,14,near Ust-Maya Airport,Russia,A1
15718,15,OCT,1986,Lockheed C-130 Hercules,,Iran AF,,Shiraz Airport (...,Iran,O1
15719,15,OCT,1986,CASA C-212-M Aviocar 100,148,Chilean Navy,11,near Cabildo,Chile,A1
15720,15,OCT,1986,Boeing 737-286,EP-IRG,Iran Air,3,Shiraz Airport (...,Iran,C1
15721,15,OCT,1986,Lockheed C-141B Starlifter,65-0246,USAF,0,Fairfield-Travis...,USA,A1
15722,17,OCT,1986,Douglas C-47B (DC-3),A65-114,RAAF,0,Edinburgh RAAF S...,Australia,A1
15723,18,OCT,1986,DHC-6 Twin Otter 300,PZ-TCD,Surinam Airways,0,Stoelmanseiland,Suriname,H2
15724,19,OCT,1986,Tupolev Tu-134A-3,C9-CAA,Mozambique Government,34,near Komatipoort,South Africa,A1
15725,19,OCT,1986,DC-9-41,OY-KGL,SAS,0,København-Kastr...,Denmark,A2
15726,20,OCT,1986,Tupolev Tu-134A,CCCP-65766,Aeroflot - North Kavkaz,70,Kuybyshev Airpor...,Russia,A1
15727,21,OCT,1986,Shorts SC.7 Skyvan 3-200,N406TH,Arctic Circle Air Service,0,Nightmute Airpor...,USA,A2
15728,23,OCT,1986,HAL-748,VT-EAT,Indian Airlines,0,Indore Airport (...,India,A2
15729,23,OCT,1986,Fokker F-27 Friendship 600,AP-AUX,PIA,13,near Peshawar Airport...,Pakistan,A1
15730,24,OCT,1986,Learjet 25XR,N51DB,private,2,near Medina,Saudi Arabia,A1
15731,25,OCT,1986,Boeing 737-222,N752N,Piedmont Airlines,0,Charlotte-Dougla...,USA,A1
15732,26,OCT,1986,Airbus A300B4-601,HS-TAE,Thai Airways International,0,near Tosa Bay,Japan,C2
15733,28,OCT,1986,Grumman G-73 Mallard,N604SS,Virgin Islands Seaplane Shuttle,1,near Christiansted -  S...,U.S. Virgin Isl.,A1
15734,29,OCT,1986,DHC-3 Otter,N778L,private,1,near San Juan-Isla Gr...,Puerto Rico,A1
15735,,OCT,1986,Convair CV-880,N5863,FAA,0,Mojave Air & Spa...,USA,O1
15736,2,NOV,1986,Lockheed C-130 Hercules,,Iran AF,103,near Zahedan,Iran,A1
15737,3,NOV,1986,Beech 200 Super King Air,CN-CDE,RAM,4,Casablanca-Nouas...,Morocco,A1
15738,6,NOV,1986,Boeing 727-235,N4743,Pan Am,0,Tampa Internatio...,USA,A2
15739,6,NOV,1986,Cessna 551 Citation II/SP,N711WM,Barbary Coast Hotel & Casino,,,Unknown country,U1
15740,8,NOV,1986,Beech A100 King Air,N78L,American Aviation,0,Brooksville-Hern...,USA,A1
15741,10,NOV,1986,Airbus A300B2-203,,Iran Air,0,Tabriz Airport (...,Iran,H2
15742,13,NOV,1986,Lockheed L-1011 TriStar 1,N714DA,Delta Air Lines,0,Newark Internati...,USA,A2
15743,25,NOV,1986,Beech 99,D-IEXA,Extra Executive Transport,0,Paris-Orly Airpo...,France,A1
15744,27,NOV,1986,SE-210 Caravelle 11R,HK-2850,Aerosucre Colombia,0,Arauca Airport (...,Colombia,A1
15745,27,NOV,1986,C-115 Buffalo (DHC-5),2355,Brazilian AF,,Rio de Janeiro-A...,Brazil,A1
15746,29,NOV,1986,Antonov An-12,,Soviet AF,29,near Kabul Airport (KBL),Afghanistan,C1
15747,29,NOV,1986,DHC-6 Twin Otter 200,N930MA,Eastern Metro,0,San Juan-Luis Mu...,Puerto Rico,A2
15748,30,NOV,1986,BAe 3102 Jetstream 31,N830JS,Piedmont Commuter - opb Jetstream International,0,Erie Internation...,USA,O1
15749,,NOV,1986,Douglas DC-6A,HI-251,Carga Aérea Dominicana,0,Congo Town Airport,Bahamas,A1
15750,6,DEC,1986,Antonov An-26,210,Hungarian AF,4,near Veszprém-Szentk...,Hungary,A1
15751,7,DEC,1986,Antonov An-26B,CCCP-88288,MAP Moscow,0,near Moskva-Bykovo Ai...,Russia,A1
15752,10,DEC,1986,Beech 100 King Air,N65TD,Teledyne Industries,6,Windsor -  MA,USA,A1
15753,10,DEC,1986,Beech B200 Super King Air,C-GKRL,Syncrude Canada,0,near Fort McMurray Ai...,Canada,A1
15754,12,DEC,1986,Tupolev Tu-134A,CCCP-65795,Aeroflot - Belarus,72,near Berlin-Schönefe...,Germany,A1
15755,15,DEC,1986,Antonov An-24RV,B-3413,CAAC,6,Lanzhou-Zhongchu...,China,A1
15756,15,DEC,1986,BAe-125-600B,5N-AWS,Radio Communications,8+ 2,near Casablanca,Morocco,A1
15757,15,DEC,1986,BN-2 Islander,8R-GES,Guyana AF,,,Guyana,A1
15758,17,DEC,1986,CASA C-212 Aviocar 200,N431CA,Latin Air Service,0,Caribbean Sea,Atlantic Ocean,A1
15759,17,DEC,1986,BN-2A-27 Islander,C-FCMY,Nahanni Air Services,0,near Norman Wells Air...,Canada,A1
15760,23,DEC,1986,Douglas C-54R (DC-4),N96361,Central Air Services,0,near Arlington -  WA,USA,A1
15761,25,DEC,1986,Boeing 737-270C,YI-AGJ,Iraqi Airways,63,near Arar,Saudi Arabia,H1
15762,27,DEC,1986,DH-114 Riley Heron 2B,DQ-FEF,Sunflower Airlines,11,near Nadi Internation...,Fiji,A1
15763,27,DEC,1986,Antonov An-12,,Soviet AF,1,near Kabul Airport (KBL),Afghanistan,C2
15764,31,DEC,1986,Boeing 737,,United Airlines,0,near Raleigh/Durham A...,USA,C2
15765,31,DEC,1986,Let L-410UVP,CCCP-67428,Aeroflot - Krasnoyarsk,0,Chernenko Airport,Russia,A1
15766,,,1986,BN-2A Trislander Mk.III,5Y-AOY,Cooper Skybird Aircharters,,,Kenya,U1
15767,,,1986,Dornier Do 128-2 Skyservant,HC-BMR,Servicio Aéreo Misional - SAM,0,,Ecuador,A1
15768,2,JAN,1987,CASA C-212 Aviocar 100,T.12B-32,Spanish AF,22,near Bata Airport (BSG),Eq. Guinea,A1
15769,3,JAN,1987,Boeing 707-379C,PP-VJK,Varig,50,near Abidjan-Felix Ho...,Cote d'Ivoire,A1
15770,6,JAN,1987,SE-210 Caravelle 10B1R,SE-DEC,Transwede,0,Stockholm-Arland...,Sweden,A1
15771,7,JAN,1987,Douglas C-54D (DC-4),9Q-CAG,Kinair Cargo,,,D.R. Congo,A1
15772,8,JAN,1987,Boeing 707-323C,OD-AHB,MEA,0,Beirut Internati...,Lebanon,C1
15773,10,JAN,1987,DC-10-30,5N-ANR,Nigeria Airways,0,Ilorin Airport (...,Nigeria,A1
15774,10,JAN,1987,Antonov An-2,R109,Angolan AF,,,Unknown country,U1
15775,10,JAN,1987,BN-2A Islander,,Philippine AF,9,near Pilas Island -  Su...,Philippines,A1
15776,10,JAN,1987,DC-9,,New York Air,0,Washington-Dulle...,USA,H2
15777,12,JAN,1987,BN-2A-20 Islander,C-GIRH,Trillium Air,1,near Toronto Island A...,Canada,A1
15778,13,JAN,1987,NAMC YS-11A-213,N906TC,Mid Pacific Airlines,0,Remington -  IN,USA,A1
15779,13,JAN,1987,Antonov An-12,,Ethiopian AF,54,near Asmara Internati...,Eritrea,A1
15780,14,JAN,1987,Antonov An-32,D2-FA.,Angolan AF,,,Unknown country,U1
15781,14,JAN,1987,Learjet C-21A (Learjet 35A),84-0121,USAF,2,Montgomery-Maxwe...,USA,A1
15782,14,JAN,1987,Learjet 35A,HB-VGC,Fidinam Fiduciara,0,Lugano Airport (...,Switzerland,A2
15783,15,JAN,1987,Swearingen SA226-TC Metro II,N163SW,SkyWest Airlines,8,Kearns -  UT,USA,A1
15784,15,JAN,1987,Antonov An-2,R108,Angolan AF,,,Unknown country,U1
15785,15,JAN,1987,Boeing 707-365C,PT-TCP,Transbrasil,0,near Jaboatão -  PE,Brazil,A2
15786,16,JAN,1987,Yakovlev Yak-40,CCCP-87618,Aeroflot - Uzbekistan,9,Tashkent-Yuzhny ...,Uzbekistan,A1
15787,16,JAN,1987,Cessna 208 Caravan I,N9613F,California Air Charter,1,Cima -  CA,USA,A1
15788,18,JAN,1987,Fokker F-27 Friendship 200,G-BMAU,BMA,0,near East Midlands Ai...,U.K.,A1
15789,19,JAN,1987,Antonov An-2,R102,Angolan AF,,,Unknown country,U1
15790,23,JAN,1987,Antonov An-24RV,BNMAU-7710,MIAT,,Ulan Bator-Buyan...,Mongolia,A1
15791,25,JAN,1987,Yakovlev Yak-40,CCCP-87696,Aeroflot - Northern,0,Tarnogsky Gorodo...,Russia,A1
15792,27,JAN,1987,Fokker F-27 Friendship 200,PT-LCF,Brasil Central,0,Varginha Airport...,Brazil,A1
15793,30,JAN,1987,Cessna U-27A Caravan I,ARU-021,Liberian Army,16,near Monrovia,Liberia,A1
15794,2,FEB,1987,Curtiss C-46F,CP-909,TASMI,0,near San Ignacio de M...,Bolivia,A1
15795,5,FEB,1987,Swearingen SA226-AT Merlin IV,D-IEWK,RFG,0,München-Riem Ai...,Germany,A1
15796,5,FEB,1987,Learjet 55,F-GDHR,Aero France,11,near Jakiri,Cameroon,A1
15797,6,FEB,1987,Embraer EMB-110P2 Bandeirante,P2-RDM,Talair,14,near eastern coast,P.N. Guinea,A1
15798,7,FEB,1987,DHC-6 Twin Otter 300,8Q-GIA,Inter Atoll Air,0,Felvoru,Maldives,A1
15799,7,FEB,1987,Antonov An-12TB,CCCP-11378,Aeroflot - Magadan,,Sverdlovsk Airpo...,Russia,A1
15800,9,FEB,1987,Antonov An-26,,Afghan AF,36,near Khost Airport (KHT),Afghanistan,C1
15801,9,FEB,1987,BN-2A Trislander Mk.III-1,G-OCME,Air West,0,near Liverpool Intern...,U.K.,A1
15802,11,FEB,1987,CASA C-212 Aviocar 200,808,Zimbabwe AF,3,,Mozambique,A1
15803,11,FEB,1987,Beech 99,N699CA,Catskill Airways,0,Oneonta Municipa...,USA,A2
15804,13,FEB,1987,Boeing KC-135A,60-0330,USAF,0,Altus AFB -  OK (LTS),USA,A1
15805,13,FEB,1987,Canadair CL-215,UD.13-18,Spanish AF,0,San Juan Reservoir,Spain,A1
15806,16,FEB,1987,Convair CV-240-24,N93218,IAI,0,Tel Aviv-Ben Gur...,Israel,O1
15807,17,FEB,1987,Beech 200T Super King Air,JA8825,Japan Maritime Safety Agency,5,near Fukuoka Airport ...,Japan,A1
15808,19,FEB,1987,Antonov An-26,,Soviet AF,9,near Stadnitsa,Ukraine,A1
15809,23,FEB,1987,DC-9-41,SE-DAT,SAS,0,Trondheim-Værne...,Norway,A1
15810,24,FEB,1987,BN-2A-21 Islander,PK-VIR,Dirgantara Air Services,4,within Kalimantan,Indonesia,A1
15811,27,FEB,1987,BAe-146-200A,N356PS,PSA,0,Fresno Air Termi...,USA,A2
15812,,FEB,1987,BN-2A-26 Islander,B-12207,Yung Shing Airlines,,,Taiwan,U1
15813,2,MAR,1987,Lockheed L-100-30 Hercules,5A-DOM,Libyan Arab Airlines,0,Abu Simbel Airpo...,Egypt,H2
15814,4,MAR,1987,CASA C-212 Aviocar 200,N160FB,Northwest Airlink - opb Fischer Brothers Aviation,9,Detroit-Metropol...,USA,A1
15815,5,MAR,1987,Embraer EMB-110P2 Bandeirante,N890AC,Mid-Continent Airlines,0,Norfolk-Stefan F...,USA,A2
15816,6,MAR,1987,Antonov An-26,CCCP-26007,Aeroflot - Tajikistan,9,near Alma-Ata,Kazakhstan,A1
15817,7,MAR,1987,Boeing 727,,Alaska Airlines,0,Anchorage Intern...,USA,H2
15818,9,MAR,1987,Douglas DC-3-201G,N78B,International Flight Center,3,Provincia Indepe...,Dominican Rep.,A1
15819,9,MAR,1987,Douglas C-47A (DC-3),N49454,Aero Express,3,near Guarita,Honduras,C1
15820,10,MAR,1987,Swearingen SA226-AT Merlin IV,C-GJWW,Soundair,0,Boston-Logan Int...,USA,A2
15821,11,MAR,1987,Antonov An-24RV,CU-T1262,Cubana,1,Havana-José Mar...,Cuba,H2
15822,13,MAR,1987,Antonov An-22,CCCP-09334,Soviet AF,0,Addis Ababa-Bole...,Ethiopia,A1
15823,13,MAR,1987,Boeing KC-135A,60-0361,USAF,6+ 1,Spokane-Fairchil...,USA,A1
15824,21,MAR,1987,Antonov An-26,,Libyan Arab Rep. Air Force,,Wadi Doum,Chad,C1
15825,21,MAR,1987,Antonov An-26,8213,Libyan Arab Rep. Air Force,,Wadi Doum,Chad,C1
15826,24,MAR,1987,Convair CV-580,N73107,American Eagle - opb Metroflight,0,Dallas/Fort Wort...,USA,A2
15827,25,MAR,1987,CASA C-212-MR Aviocar 200,ARV-0402,Venezuelan Navy,3,near Higuerote,Venezuela,A1
15828,26,MAR,1987,Embraer C-95B Bandeirante (EMB-110),2324,Brazilian AF,3,near Rio de Janeiro -  RJ,Brazil,A1
15829,27,MAR,1987,Learjet 24A,N31SK,Connie Kalitta,3,near Eagle -  CO,USA,A1
15830,30,MAR,1987,Antonov An-26,,Afghan AF,,Miranshah area,Pakistan,C1
15831,31,MAR,1987,Antonov An-2P,SP-DNM,ZUA,2,near Pilisszentlélek,Hungary,A1
15832,2,APR,1987,Ilyushin Il-76MD,CCCP-76679,Soviet AF,8,Lake Sivash,Russia,A1
15833,2,APR,1987,Ilyushin Il-76MD,CCCP-76685,Soviet AF,8,Lake Sivash,Russia,A1
15834,4,APR,1987,DC-9-32,PK-GNQ,Garuda,23,Medan-Polonia Ai...,Indonesia,A1
15835,6,APR,1987,Beech 1900,N811BE,Business Express,0,Boston-Logan Int...,USA,A2
15836,8,APR,1987,Lockheed L-100-30 Hercules,N517SJ,Southern Air Transport,5,Fairfield-Travis...,USA,A1
15837,11,APR,1987,Boeing 707-330C,PT-TCO,Transbrasil,0,Manaus-Eduardo G...,Brazil,A1
15838,13,APR,1987,Boeing 707-351C,N144SP,Burlington Air Express,4,near Kansas City Inte...,USA,A1
15839,13,APR,1987,Beech 200 Super King Air,ZS-KMT,Barlow Rand,3,near Johannesburg/Ger...,South Africa,A1
15840,13,APR,1987,Douglas DC-3C,VT-DFM,Air Works India - op.for ONGC,0,Jaisalmer Airpor...,India,A1
15841,19,APR,1987,Shorts SC.7 Skyvan 3-200,N20DA,Air Cargo Carriers,0,Denver-Stapleton...,USA,A2
15842,20,APR,1987,DHC-3 Otter,C-FRWK,Propair,,Lac Placier -  QC,Canada,A1
15843,23,APR,1987,Antonov An-2,R34,Angolan AF,,,Unknown country,U1
15844,23,APR,1987,Swearingen SA226-TC Metro II,N505LB,Air-Lift Commuter,2,Wilmington-New H...,USA,A1
15845,24,APR,1987,Antonov An-2,CCCP-62566,Aeroflot - Yakutsk,0,Soviet Arctic ocean,Russia,O1
15846,26,APR,1987,Curtiss C-46D,RP-C189,Unknown,2,near Panay,Philippines,A1
15847,27,APR,1987,Dornier 228-100,A4O-CP,Oman Police,0,Al Jaylah,Oman,A1
15848,28,APR,1987,Hawker Siddeley HS-748,HS-THI,Thai Airways,0,Chiang Rai Airpo...,Thailand,A1
15849,,APR,1987,BN-2A-26 Islander,B-11111,Taiwan Airlines,,,Taiwan,U1
15850,,APR,1987,Antonov An-2R,CCCP-56436,Aeroflot - North Kavkaz,,,Russia,A1
15851,4,MAY,1987,GAF Nomad N.22SL,P-817,Indonesian Navy,3,near Pulau Mapur,Indonesia,A1
15852,5,MAY,1987,unknown,,Iran Air,0,Tehran-Mehrabad ...,Iran,H2
15853,7,MAY,1987,Douglas C-47B (DC-3),2008,TAM Paraguay,,Bahia Negra,Paraguay,U1
15854,8,MAY,1987,CASA C-212 Aviocar 200,N432CA,American Eagle - opb Executive Air Charter,2,near Mayagüez Airpor...,Puerto Rico,A1
15855,8,MAY,1987,Douglas DC-6BF,CP-1650,Frigorifico Reyes,0,La Paz-El Alto A...,Bolivia,A1
15856,9,MAY,1987,Ilyushin Il-62M,SP-LBG,LOT,183,near Warszawa-Okecie ...,Poland,A1
15857,11,MAY,1987,Douglas C-47J (DC-3),C-FADD,Northland Air Manitoba,2,near Pickle Lake -  ON,Canada,A1
15858,11,MAY,1987,Lockheed C-130 Hercules,,Sudan AF,5,Wau,South Sudan,A1
15859,12,MAY,1987,Learjet 35A,N100EP,Corporate Jets,2,West Mifflin -  PA,USA,A1
15860,13,MAY,1987,Kaiser-Frazer C-119L Flying Boxcar,N8504X,Northern Pacific Transport,0,Shageluk -  AK,USA,A1
15861,19,MAY,1987,DHC-6 Twin Otter 300,CP-1018,YPFB,14,Savannas hill range,Bolivia,A1
15862,19,MAY,1987,Boeing 747-219B,,Air New Zealand,0,Nadi Internation...,Fiji,H2
15863,23,MAY,1987,DHC-6 Twin Otter 300,PK-NUW,Merpati Nusantara,8,near Ruteng,Indonesia,A1
15864,25,MAY,1987,DHC-6 Twin Otter 100,PK-MAM,MAF,7,near Ilaga Airport (ILA),Indonesia,A1
15865,26,MAY,1987,BAe 3101 Jetstream 31,N331CY,Continental Express - opb Air New Orleans,0,New Orleans Inte...,USA,A1
15866,27,MAY,1987,Antonov An-2R,CCCP-70501,Aeroflot - Latvia,0,near Visby,Sweden,A1
15867,28,MAY,1987,Douglas C-47 (DC-3),,Guatemala AF,12,near Flores-Santa Ele...,Guatemala,A1
15868,29,MAY,1987,Junkers Ju-52/3m,HB-HOS,Ju-Air,0,near Koblenz-Winninge...,Germany,A2
15869,31,MAY,1987,Cessna 501 Citation I/SP,D-IAEC,Travel Air,2,near Lübeck-Blankens...,Germany,A1
15870,,MAY,1987,BAe BAe-748-314 Srs. 2A LFD,JW9008,Tanzanian AF,0,Lake Manyara (LKY),Tanzania,A1
15871,5,JUN,1987,Grumman G-73T Turbo Mallard,,Virgin Islands Seaplane Shuttle,0,San Juan,Puerto Rico,H2
15872,5,JUN,1987,BN-2A Islander,YV-230C,Rutaca,10,within Bolivar State,Venezuela,A1
15873,9,JUN,1987,Boeing 727-90C,N766AS,Alaska Airlines,0,Anchorage Intern...,USA,O1
15874,10,JUN,1987,BN-2A-21 Defender,308,Oman AF,,,Oman,U1
15875,11,JUN,1987,Antonov An-26,YA-BAL,Bakhtar Afghan,53,near Khost,Afghanistan,C1
15876,13,JUN,1987,DHC-6 Twin Otter 100,C-FWGE,Athabaska Airways,0,near Maudsley Lake -  SK,Canada,A1
15877,13,JUN,1987,Let L-410M,CCCP-67239,Aeroflot - Yakutsk,,,Russia,O1
15878,13,JUN,1987,Antonov An-2R,CCCP-70129,Aeroflot - Yakutsk,,,Russia,O1
15879,15,JUN,1987,Antonov An-32,,Afghan AF,5,near Kandahar,Afghanistan,A1
15880,16,JUN,1987,Embraer C-95 Bandeirante (EMB-110),2185,Brazilian AF,0+ 1,Manaus -  AM,Brazil,A1
15881,16,JUN,1987,Boeing 737-2T4,B-2514,CAAC,0,Fuzhou Yixu Airp...,China,A2
15882,16,JUN,1987,Douglas DC-4-1009,C-GPFG,Calm Air International,0,Hidden Bay Airst...,Canada,A1
15883,16,JUN,1987,Martin 4-0-4,CP-1570,CAMBA,0,Paraparau,Bolivia,A1
15884,18,JUN,1987,Antonov An-26,FAP-392,Peruvian AF,50,near Saposoa Airport ...,Peru,A1
15885,19,JUN,1987,Yakovlev Yak-40,CCCP-87826,Aeroflot - Ukraine,8,Berdyansk Airpor...,Ukraine,A1
15886,20,JUN,1987,BN-2A-20 Islander,P2-KAD,Kiunga Aviation,2,near Lae,P.N. Guinea,A1
15887,21,JUN,1987,Antonov An-32,,Afghan AF,3,near Kandahar,Afghanistan,C1
15888,21,JUN,1987,Fokker F-27 Friendship 200,XY-ADP,Burma Airways,45,near Hopong,Myanmar,A1
15889,22,JUN,1987,Lockheed L-100-30 Hercules,N20ST,Southern Air Transport,0,Dayton Airport -  ...,USA,A2
15890,23,JUN,1987,Beech B200 Super King Air,N859DD,Private,0,Jasper-Walker Co...,USA,A1
15891,23,JUN,1987,Hawker Siddeley HS-748,HC-BAZ,TAME Ecuador,0,Lago Agrio Airpo...,Ecuador,A1
15892,24,JUN,1987,BN-2A-26 Islander,VP-FBG,FIGAS,0,Brookfield Farm,Falkland Isl.,A1
15893,24,JUN,1987,Beech 200C Super King Air,N617MS,Midwest Energy Development,0,Madisonville Mun...,USA,A1
15894,26,JUN,1987,Hawker Siddeley HS-748,RP-C1015,Philippine Air Lines,50,near Baguio-Loakan Ai...,Philippines,A1
15895,1,JUL,1987,Lockheed C-130E Hercules,68-10945,USAF,4+ 1,Fort Bragg -  NC,USA,A1
15896,6,JUL,1987,Fokker F-27 Friendship 100,VT-DMB,Vayudoot,0,Cooch Behar Airp...,India,A2
15897,10,JUL,1987,Antonov An-2R,HA-MBS,Ministry for Agriculture and Nutrition,0,,Hungary,O1
15898,10,JUL,1987,Antonov An-2,YR-PBE,Aviatia Utilitara,,,Unknown country,A1
15899,12,JUL,1987,Antonov An-12,,Soviet AF,,Kandahar Airport...,Afghanistan,C1
15900,13,JUL,1987,Douglas DC-3-314B,N28364,KDD Aviation,1,Ciudad Camargo,Mexico,A1
15901,17,JUL,1987,Beech B200 Super King Air,N1870S,private,4,Crystal Bay -  NV,USA,A1
15902,17,JUL,1987,BN-2A-27 Islander,EC-CKL,Aerovisión,0,Sabadell Airport,Spain,A2
15903,18,JUL,1987,PBV-1A Canso (PBY-5A),C-FPQP,Gouvernement du Québec,1,Lac Cache -  ON,Canada,A1
15904,20,JUL,1987,GAF Nomad N.24A,ZK-NMD,Air Safaris & Services,0,Tekapo Aerodrome,New Zealand,A1
15905,20,JUL,1987,Antonov An-2TP,CCCP-40556,Aeroflot - Yakutsk,,,Russia,A1
15906,23,JUL,1987,Tupolev Tu-134A-3,CCCP-65874,Aeroflot - Ukraine,,Ivanovo Airport ...,Russia,A1
15907,23,JUL,1987,IAI Arava 201,,Guatemala AF,3,near El Petén,Guatemala,A1
15908,24,JUL,1987,DC-10-30,TU-TAL,Air Afrique,1,Genève-Cointrin...,Switzerland,H2
15909,25,JUL,1987,Embraer EMB-110P Bandeirante,PT-GKT,Rio Sul,0,Santo Angelo Air...,Brazil,A1
15910,28,JUL,1987,Douglas C-53-DO (DC-3),N39DT,La Mesa Leasing,0,Laredo Internati...,USA,A1
15911,30,JUL,1987,Boeing C-97G Stratofreighter,HI-481,Belize Air Int.,5+ 44,Mexico City,Mexico,A1
15912,31,JUL,1987,Fokker 100,PH-MKH,Fokker,0,Amsterdam-Schiph...,Netherlands,A2
15913,31,JUL,1987,Learjet 23,N28ST,DHL Airways,2,near Guatemala City-L...,Guatemala,A1
15914,31,JUL,1987,Antonov An-2TP,CCCP-02763,Aeroflot - Yakutsk,0,Innyaly -  Lensky ...,Russia,A1
15915,4,AUG,1987,Antonov An-2,,Unknown,,within Khövsgöl Province,Mongolia,A1
15916,4,AUG,1987,Boeing 737-2A1,CC-CHJ,LAN Chile,1,Calama-El Loa Ai...,Chile,A1
15917,8,AUG,1987,Ilyushin Il-76M,5A-DKK,Libyan Arab Rep. Air Force,,Sebha Airport (SEB),Libya,A1
15918,13,AUG,1987,Antonov An-26,,Afghan AF,12,,Afghanistan,C1
15919,13,AUG,1987,Antonov An-12BP,,Soviet AF,0,near Gardez,Afghanistan,C2
15920,14,AUG,1987,Antonov An-28,CCCP-28741,Aeroflot - Komi,0,Ust-Nem,Russia,A1
15921,15,AUG,1987,Douglas C-47B (DC-3),5Y-DAK,Sunbird Aviation,0,Kilaguni,Kenya,A1
15922,16,AUG,1987,DC-9-82 (MD-82),N312RC,Northwest Airlines,154+ 2,Detroit-Metropol...,USA,A1
15923,20,AUG,1987,DC-9-31,N908AX,Airborne Express,0,Newburgh-Stewart...,USA,A2
15924,20,AUG,1987,DC-8-63F,N951R,Rosenbalm Aviation,0,Newburgh-Stewart...,USA,A2
15925,21,AUG,1987,BN-2B-27 Islander,G-BLDX,Air Furness,0,Ainsdale Sands -  ...,U.K.,A1
15926,22,AUG,1987,Boeing 767-231ER,N609TW,TWA,0,Belleville-Scott...,USA,A2
15927,22,AUG,1987,Antonov An-2R,CCCP-01641,Aeroflot - West Siberia,0,near Novosibirsk,Russia,A1
